,symbol,identifier,series,open,dayHigh,dayLow,lastPrice,previousClose,change,pChange,totalTradedVolume,totalTradedValue,lastUpdateTime,yearHigh,yearLow,nearWKH,nearWKL,perChange365d,date365dAgo,chart365dPath,date30dAgo,perChange30d,chart30dPath,chartTodayPath,meta
0,AMARAJABAT,,EQ,549,579.9,543,569.95,519.75,50.2,9.66,15679162,8940728547,31-Dec-99,714,438.05,20.17507003,-30.11071795,-35.56,14-Oct-21,https://static.nseindia.com/sparklines/365d/AMARAJABAT-EQ.jpg,16-Sep-22,-3.93,https://static.nseindia.com/sparklines/30d/AMARAJABAT-EQ.jpg,https://static.nseindia.com/sparklines/today/AMARAJABATEQN.jpg,"{'symbol': 'AMARAJABAT', 'companyName': 'Amara Raja Batteries Limited', 'industry': 'AUTO ANCILLARIES', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE885A01032'}"
1,ADANIENT,,EQ,3642,3849.8,3566.75,3825.9,3590.4,235.5,6.56,6112097,22812362996,31-Dec-99,3885,1464.45,1.521235521,-161.2516644,95.13,14-Oct-21,https://static.nseindia.com/sparklines/365d/ADANIENT-EQ.jpg,16-Sep-22,-13.22,https://static.nseindia.com/sparklines/30d/ADANIENT-EQ.jpg,https://static.nseindia.com/sparklines/today/ADANIENTEQN.jpg,"{'symbol': 'ADANIENT', 'companyName': 'Adani Enterprises Limited', 'industry': 'TRADING', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE423A01024'}"
2,VEDL,,EQ,303.5,324.6,303.5,322.6,302.9,19.7,6.5,52129584,16600144729,31-Dec-99,440.75,206,26.80657969,-56.60194175,-15.62,14-Oct-21,https://static.nseindia.com/sparklines/365d/VEDL-EQ.jpg,16-Sep-22,-3.68,https://static.nseindia.com/sparklines/30d/VEDL-EQ.jpg,https://static.nseindia.com/sparklines/today/VEDLEQN.jpg,"{'symbol': 'VEDL', 'companyName': 'Vedanta Limited', 'industry': 'MINING', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': ['O1', 'P1'], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE205A04011'}"
3,EXIDEIND,,EQ,167.5,177.75,167.5,175.3,164.85,10.45,6.34,18321325,3201101904,31-Dec-99,185.45,130.25,5.473173362,-34.58733205,-16.83,14-Oct-21,https://static.nseindia.com/sparklines/365d/EXIDEIND-EQ.jpg,16-Sep-22,-7.59,https://static.nseindia.com/sparklines/30d/EXIDEIND-EQ.jpg,https://static.nseindia.com/sparklines/today/EXIDEINDEQN.jpg,"{'symbol': 'EXIDEIND', 'companyName': 'Exide Industries Limited', 'industry': 'AUTO ANCILLARIES', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE302A01020'}"
4,DALBHARAT,,EQ,1657,1750,1653.75,1742,1653.7,88.3,5.34,930606,1600204935,31-Dec-99,2199,1212.5,20.78217372,-43.67010309,-26.84,14-Oct-21,https://static.nseindia.com/sparklines/365d/DALBHARAT-EQ.jpg,16-Sep-22,-10.55,https://static.nseindia.com/sparklines/30d/DALBHARAT-EQ.jpg,https://static.nseindia.com/sparklines/today/DALBHARATEQN.jpg,"{'symbol': 'DALBHARAT', 'companyName': 'Dalmia Bharat Limited', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE00R701025'}"
5,HINDALCO,,EQ,412.45,432,412,430.05,410.35,19.7,4.8,13317485,5639821723,11-Aug-22,636,308.95,32.38207547,-39.19728111,-24.76,14-Oct-21,https://static.nseindia.com/sparklines/365d/HINDALCO-EQ.jpg,16-Sep-22,-5.87,https://static.nseindia.com/sparklines/30d/HINDALCO-EQ.jpg,https://static.nseindia.com/sparklines/today/HINDALCOEQN.jpg,"{'symbol': 'HINDALCO', 'companyName': 'Hindalco Industries Limited', 'industry': 'ALUMINIUM', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': ['E1', 'E2', 'P1'], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE038A04016'}"
6,BAJAJFINSV,,EQ,1722.9,1805,1721.05,1800.65,1723.5,77.15,4.48,6981242,12440224182,13-Sep-22,1862.1,1072.72,3.300037592,-67.85834141,-90.7,14-Oct-21,https://static.nseindia.com/sparklines/365d/BAJAJFINSV-EQ.jpg,16-Sep-22,-0.9,https://static.nseindia.com/sparklines/30d/BAJAJFINSV-EQ.jpg,https://static.nseindia.com/sparklines/today/BAJAJFINSVEQN.jpg,"{'symbol': 'BAJAJFINSV', 'companyName': 'Bajaj Finserv Limited', 'industry': 'FINANCE', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE918I01026'}"
7,ABCAPITAL,,EQ,120.2,124.5,119,124.4,119.75,4.65,3.88,6611650,808869261,31-Dec-99,139.2,85.6,10.63218391,-45.3271028,2.6,14-Oct-21,https://static.nseindia.com/sparklines/365d/ABCAPITAL-EQ.jpg,16-Sep-22,-4.54,https://static.nseindia.com/sparklines/30d/ABCAPITAL-EQ.jpg,https://static.nseindia.com/sparklines/today/ABCAPITALEQN.jpg,"{'symbol': 'ABCAPITAL', 'companyName': 'Aditya Birla Capital Limited', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE674K01013'}"
8,INTELLECT,,EQ,412,435.95,407.45,431.9,416.3,15.6,3.75,2500183,1068978243,31-Dec-99,986.65,407.45,56.22561192,-6.000736287,-25.84,14-Oct-21,https://static.nseindia.com/sparklines/365d/INTELLECT-EQ.jpg,16-Sep-22,-6.16,https://static.nseindia.com/sparklines/30d/INTELLECT-EQ.jpg,https://static.nseindia.com/sparklines/today/INTELLECTEQN.jpg,"{'symbol': 'INTELLECT', 'companyName': 'Intellect Design Arena Limited', 'industry': 'COMPUTERS - SOFTWARE', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE306R01017'}"
9,SAIL,,EQ,81.5,84.4,81.45,84.35,81.3,3.05,3.75,33445593,2787690177,20-Sep-22,125,63.6,32.52,-32.62578616,-37,14-Oct-21,https://static.nseindia.com/sparklines/365d/SAIL-EQ.jpg,16-Sep-22,-2.98,https://static.nseindia.com/sparklines/30d/SAIL-EQ.jpg,https://static.nseindia.com/sparklines/today/SAILEQN.jpg,"{'symbol': 'SAIL', 'companyName': 'Steel Authority of India Limited', 'industry': 'STEEL AND STEEL PRODUCTS', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE114A01011'}"
10,AMBUJACEM,,EQ,540.9,560.3,538.85,558.35,539.5,18.85,3.49,8028860,4432653317,31-Dec-99,585.7,274,4.669626088,-103.7773723,27.35,14-Oct-21,https://static.nseindia.com/sparklines/365d/AMBUJACEM-EQ.jpg,16-Sep-22,0.75,https://static.nseindia.com/sparklines/30d/AMBUJACEM-EQ.jpg,https://static.nseindia.com/sparklines/today/AMBUJACEMEQN.jpg,"{'symbol': 'AMBUJACEM', 'companyName': 'Ambuja Cements Limited', 'industry': 'CEMENT AND CEMENT PRODUCTS', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE079A01024'}"
11,JSWSTEEL,,EQ,683.2,703.95,682.35,702.6,680.2,22.4,3.29,3624889,2520095331,31-Dec-99,790,520.05,11.06329114,-35.102394,-8.86,14-Oct-21,https://static.nseindia.com/sparklines/365d/JSWSTEEL-EQ.jpg,16-Sep-22,-7.93,https://static.nseindia.com/sparklines/30d/JSWSTEEL-EQ.jpg,https://static.nseindia.com/sparklines/today/JSWSTEELEQN.jpg,"{'symbol': 'JSWSTEEL', 'companyName': 'JSW Steel Limited', 'industry': 'STEEL AND STEEL PRODUCTS', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': ['P1', 'P2'], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE019A04024'}"
12,NATIONALUM,,EQ,71.4,73.75,71.3,73.3,71,2.3,3.24,17688509,1285954604,15-Sep-22,132.7,66.95,44.76262246,-9.484690067,-36.15,14-Oct-21,https://static.nseindia.com/sparklines/365d/NATIONALUM-EQ.jpg,16-Sep-22,-10.84,https://static.nseindia.com/sparklines/30d/NATIONALUM-EQ.jpg,https://static.nseindia.com/sparklines/today/NATIONALUMEQN.jpg,"{'symbol': 'NATIONALUM', 'companyName': 'National Aluminium Company Limited', 'industry': 'ALUMINIUM', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE139A01034'}"
13,SIEMENS,,EQ,2904.9,2986.4,2891.55,2980,2891.55,88.45,3.06,379518,1123965328,31-Dec-99,3138.5,2021,5.050183209,-47.45175656,20.98,14-Oct-21,https://static.nseindia.com/sparklines/365d/SIEMENS-EQ.jpg,16-Sep-22,-7.22,https://static.nseindia.com/sparklines/30d/SIEMENS-EQ.jpg,https://static.nseindia.com/sparklines/today/SIEMENSEQN.jpg,"{'symbol': 'SIEMENS', 'companyName': 'Siemens Limited', 'industry': 'ELECTRICAL EQUIPMENT', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE003A01024'}"
14,HINDCOPPER,,EQ,105.4,108.2,105.35,108.1,104.9,3.2,3.05,2792052,298777484.5,20-Sep-22,146.35,81.2,26.1359754,-33.12807882,-19.12,14-Oct-21,https://static.nseindia.com/sparklines/365d/HINDCOPPER-EQ.jpg,16-Sep-22,-8.66,https://static.nseindia.com/sparklines/30d/HINDCOPPER-EQ.jpg,https://static.nseindia.com/sparklines/today/HINDCOPPEREQN.jpg,"{'symbol': 'HINDCOPPER', 'companyName': 'Hindustan Copper Limited', 'industry': 'METALS', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE531E01026'}"
15,ADANIPORTS,,EQ,837,867,832,858.8,833.85,24.95,2.99,11128361,9458439148,31-Dec-99,987.85,651.95,13.06372425,-31.72789324,-3.27,14-Oct-21,https://static.nseindia.com/sparklines/365d/ADANIPORTS-EQ.jpg,16-Sep-22,-16.2,https://static.nseindia.com/sparklines/30d/ADANIPORTS-EQ.jpg,https://static.nseindia.com/sparklines/today/ADANIPORTSEQN.jpg,"{'symbol': 'ADANIPORTS', 'companyName': 'Adani Ports and Special Economic Zone Limited', 'industry': 'SHIPPING', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE742F01042'}"
16,PVR,,EQ,1789,1835,1777.5,1833,1781.2,51.8,2.91,841043,1526535097,31-Dec-99,2214.85,1224.05,17.24044518,-49.74878477,-1.47,14-Oct-21,https://static.nseindia.com/sparklines/365d/PVR-EQ.jpg,16-Sep-22,-4.12,https://static.nseindia.com/sparklines/30d/PVR-EQ.jpg,https://static.nseindia.com/sparklines/today/PVREQN.jpg,"{'symbol': 'PVR', 'companyName': 'PVR Limited', 'industry': 'MEDIA & ENTERTAINMENT', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': ['BE'], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE191H01014'}"
17,TATASTEEL,,EQ,102.5,105,102.2,104.85,102,2.85,2.79,70299020,7289305384,31-Dec-99,138.67,82.7,24.38883681,-26.78355502,-92.76,14-Oct-21,https://static.nseindia.com/sparklines/365d/TATASTEEL-EQ.jpg,16-Sep-22,-5.82,https://static.nseindia.com/sparklines/30d/TATASTEEL-EQ.jpg,https://static.nseindia.com/sparklines/today/TATASTEELEQN.jpg,"{'symbol': 'TATASTEEL', 'companyName': 'TATA Steel Limited', 'industry': 'STEEL AND STEEL PRODUCTS', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': ['B1', 'E1', 'IL', 'Q1'], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE081A03018'}"
18,ULTRACEMCO,,EQ,6759,6960,6735.8,6894.55,6728.25,166.3,2.47,646411,4447727847,31-Dec-99,8269,5157.05,16.62171968,-33.69174237,-15.2,14-Oct-21,https://static.nseindia.com/sparklines/365d/ULTRACEMCO-EQ.jpg,16-Sep-22,-3.24,https://static.nseindia.com/sparklines/30d/ULTRACEMCO-EQ.jpg,https://static.nseindia.com/sparklines/today/ULTRACEMCOEQN.jpg,"{'symbol': 'ULTRACEMCO', 'companyName': 'UltraTech Cement Limited', 'industry': 'CEMENT AND CEMENT PRODUCTS', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE481G01011'}"
19,JINDALSTEL,,EQ,471,481.3,470.15,479.55,468.85,10.7,2.28,3810254,1813147468,20-Sep-22,577.8,304.2,17.00415369,-57.64299803,-1.51,14-Oct-21,https://static.nseindia.com/sparklines/365d/JINDALSTEL-EQ.jpg,16-Sep-22,0.91,https://static.nseindia.com/sparklines/30d/JINDALSTEL-EQ.jpg,https://static.nseindia.com/sparklines/today/JINDALSTELEQN.jpg,"{'symbol': 'JINDALSTEL', 'companyName': 'Jindal Steel & Power Limited', 'industry': 'STEEL AND STEEL PRODUCTS', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE749A01030'}"
20,TATAMOTORS,,EQ,418.2,426,416.9,424.9,416.25,8.65,2.08,12277023,5189865933,31-Dec-99,536.7,366.2,20.83100429,-16.02949208,-20.4,14-Oct-21,https://static.nseindia.com/sparklines/365d/TATAMOTORS-EQ.jpg,16-Sep-22,-8.42,https://static.nseindia.com/sparklines/30d/TATAMOTORS-EQ.jpg,https://static.nseindia.com/sparklines/today/TATAMOTORSEQN.jpg,"{'symbol': 'TATAMOTORS', 'companyName': 'Tata Motors Limited', 'industry': 'AUTOMOBILES - 4 WHEELERS', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE155A01022'}"
21,METROPOLIS,,EQ,1709,1755.7,1705,1743,1707.75,35.25,2.06,122702,213232762.6,08-Aug-22,3579.9,1318.05,51.31148915,-32.24081029,-41.02,14-Oct-21,https://static.nseindia.com/sparklines/365d/METROPOLIS-EQ.jpg,16-Sep-22,14.34,https://static.nseindia.com/sparklines/30d/METROPOLIS-EQ.jpg,https://static.nseindia.com/sparklines/today/METROPOLISEQN.jpg,"{'symbol': 'METROPOLIS', 'companyName': 'Metropolis Healthcare Limited', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE112L01020'}"
22,IBULHSGFIN,,EQ,128.2,133.3,125.3,130,127.55,2.45,1.92,14174199,1832865673,21-Sep-22,279,89,53.40501792,-46.06741573,-46.91,14-Oct-21,https://static.nseindia.com/sparklines/365d/IBULHSGFIN-EQ.jpg,16-Sep-22,-0.9,https://static.nseindia.com/sparklines/30d/IBULHSGFIN-EQ.jpg,https://static.nseindia.com/sparklines/today/IBULHSGFINEQN.jpg,"{'symbol': 'IBULHSGFIN', 'companyName': 'Indiabulls Housing Finance Limited', 'industry': 'FINANCE - HOUSING', 'activeSeries': ['EQ'], 'debtSeries': ['N8', 'N9', 'NA', 'NB', 'NC', 'ND', 'NE', 'NF', 'NG', 'NH', 'NI', 'NJ', 'NK', 'NL', 'NM', 'NN', 'NO', 'NP', 'NQ', 'NR', 'NS', 'NT', 'NU', 'NV', 'NW', 'NX', 'NY', 'NZ', 'Y1', 'Y2', 'Y3', 'Y4', 'Y5', 'Y6', 'Y7', 'Y8', 'Y9', 'YA', 'YB', 'YC', 'YD', 'YG', 'YH', 'YI', 'YJ', 'YK', 'YL', 'YM', 'YN', 'YO', 'YP', 'YQ', 'YR', 'YS', 'YT', 'YU', 'YV', 'YW', 'YX', 'YY', 'YZ', 'Z1', 'Z2', 'Z3', 'Z4', 'Z5', 'Z6', 'Z7', 'Z8', 'Z9'], 'tempSuspendedSeries': ['BE', 'K1', 'N1', 'N2', 'N3', 'N4', 'N5', 'N6', 'N7', 'W1'], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': True, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE148I07ML1'}"
23,SBIN,,EQ,586,596.95,580.4,595.7,584.9,10.8,1.85,25759031,15137036977,31-Dec-99,596.95,425,0.209397772,-40.16470588,10.81,14-Oct-21,https://static.nseindia.com/sparklines/365d/SBIN-EQ.jpg,16-Sep-22,-3.23,https://static.nseindia.com/sparklines/30d/SBIN-EQ.jpg,https://static.nseindia.com/sparklines/today/SBINEQN.jpg,"{'symbol': 'SBIN', 'companyName': 'State Bank of India', 'industry': 'BANKS', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': ['IL', 'N1', 'N2', 'N3', 'N4', 'N5', 'N6'], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE062A08066'}"
24,UPL,,EQ,730,739.95,725,739,726.2,12.8,1.76,3318868,2432398357,31-Dec-99,848,607.5,12.85377358,-21.64609053,-9.33,14-Oct-21,https://static.nseindia.com/sparklines/365d/UPL-EQ.jpg,16-Sep-22,-3.6,https://static.nseindia.com/sparklines/30d/UPL-EQ.jpg,https://static.nseindia.com/sparklines/today/UPLEQN.jpg,"{'symbol': 'UPL', 'companyName': 'UPL Limited', 'industry': 'PESTICIDES AND AGROCHEMICALS', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': ['IL', 'Q1', 'Q2'], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE628A03016'}"
25,TATACOMM,,EQ,1269.95,1298,1267.75,1292,1269.95,22.05,1.74,439193,565083281.5,31-Dec-99,1591.95,856.25,18.84167216,-50.89051095,-16.95,14-Oct-21,https://static.nseindia.com/sparklines/365d/TATACOMM-EQ.jpg,16-Sep-22,-0.64,https://static.nseindia.com/sparklines/30d/TATACOMM-EQ.jpg,https://static.nseindia.com/sparklines/today/TATACOMMEQN.jpg,"{'symbol': 'TATACOMM', 'companyName': 'Tata Communications Limited', 'industry': 'TELECOMMUNICATION - SERVICES', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE151A01013'}"
26,SRTRANSFIN,,EQ,1245,1264.3,1240.4,1261.45,1240.25,21.2,1.71,667552,838245046.4,31-Dec-99,1696.4,1002,25.63958972,-25.89321357,-13.82,14-Oct-21,https://static.nseindia.com/sparklines/365d/SRTRANSFIN-EQ.jpg,16-Sep-22,-7.14,https://static.nseindia.com/sparklines/30d/SRTRANSFIN-EQ.jpg,https://static.nseindia.com/sparklines/today/SRTRANSFINEQN.jpg,"{'symbol': 'SRTRANSFIN', 'companyName': 'Shriram Transport Finance Company Limited', 'industry': 'FINANCE', 'activeSeries': ['EQ'], 'debtSeries': ['YH', 'YI', 'YK', 'YL', 'YN', 'YO', 'YP', 'YR', 'YS', 'YU', 'YV', 'YW', 'YY', 'YZ', 'Z2', 'Z3', 'Z4', 'Z5', 'Z7', 'Z8', 'Z9', 'ZA', 'ZB', 'ZC', 'ZD', 'ZE', 'ZF', 'ZG', 'ZH', 'ZI', 'ZJ', 'ZK'], 'tempSuspendedSeries': ['N1', 'N2', 'N3', 'N4', 'N5', 'N6', 'N7', 'N8', 'N9', 'NA', 'NB', 'NC', 'ND', 'NE', 'NF', 'NG', 'NH', 'NI', 'NJ', 'NK', 'NL', 'NM', 'NN', 'NO', 'NP', 'NQ', 'NR', 'NS', 'NT', 'NU', 'NV', 'NW', 'NX', 'NY', 'NZ', 'Y1', 'Y2', 'Y3', 'Y4', 'Y5', 'Y6', 'Y7', 'Y8', 'Y9', 'YA', 'YB', 'YC', 'YD', 'YG', 'YJ', 'YM', 'YQ', 'YT', 'YX', 'Z1', 'Z6'], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': True, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE721A07PP6'}"
27,PIIND,,EQ,3250.15,3309,3222.05,3300,3245.55,54.45,1.68,218208,711052588.8,25-Aug-22,3504.85,2333.55,5.844757978,-41.41543999,-7.71,14-Oct-21,https://static.nseindia.com/sparklines/365d/PIIND-EQ.jpg,16-Sep-22,-2.46,https://static.nseindia.com/sparklines/30d/PIIND-EQ.jpg,https://static.nseindia.com/sparklines/today/PIINDEQN.jpg,"{'symbol': 'PIIND', 'companyName': 'PI Industries Limited', 'industry': 'PESTICIDES AND AGROCHEMICALS', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE603J01030'}"
28,MUTHOOTFIN,,EQ,1055,1083,1052.65,1076,1058.25,17.75,1.68,1047381,1125264251,22-Aug-22,1721.95,950.2,37.51270362,-13.23931804,-34.17,14-Oct-21,https://static.nseindia.com/sparklines/365d/MUTHOOTFIN-EQ.jpg,16-Sep-22,-1.1,https://static.nseindia.com/sparklines/30d/MUTHOOTFIN-EQ.jpg,https://static.nseindia.com/sparklines/today/MUTHOOTFINEQN.jpg,"{'symbol': 'MUTHOOTFIN', 'companyName': 'Muthoot Finance Limited', 'industry': 'FINANCE', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': ['N1', 'N2', 'N3', 'N4', 'N5', 'N6', 'N7', 'N8', 'N9', 'NA', 'NB', 'U1', 'U2', 'U3', 'U4', 'U5', 'U6', 'U7', 'U8', 'U9', 'UA', 'UB'], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE414G07241'}"
29,GMRINFRA,,EQ,37.45,38.3,37.4,38.05,37.45,0.6,1.6,9116017,345223563.8,16-Sep-22,49.15,31.75,22.58392675,-19.84251969,-19.7,14-Oct-21,https://static.nseindia.com/sparklines/365d/GMRINFRA-EQ.jpg,16-Sep-22,-9.24,https://static.nseindia.com/sparklines/30d/GMRINFRA-EQ.jpg,https://static.nseindia.com/sparklines/today/GMRINFRAEQN.jpg,"{'symbol': 'GMRINFRA', 'companyName': 'GMR Airports Infrastructure Limited', 'industry': 'CONSTRUCTION', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE776C01039'}"
30,RELIANCE,,EQ,2553.9,2600,2551.1,2594.2,2555.15,39.05,1.53,5803737,14988557064,18-Aug-22,2856.15,2180,9.171437074,-19,-10.8,14-Oct-21,https://static.nseindia.com/sparklines/365d/RELIANCE-EQ.jpg,16-Sep-22,-3.62,https://static.nseindia.com/sparklines/30d/RELIANCE-EQ.jpg,https://static.nseindia.com/sparklines/today/RELIANCEEQN.jpg,"{'symbol': 'RELIANCE', 'companyName': 'Reliance Industries Limited', 'industry': 'REFINERIES', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE002A01018'}"
31,RAMCOCEM,,EQ,718.45,730,716.2,726.5,716.05,10.45,1.46,742520,539537307.6,31-Dec-99,1119.6,575.65,35.11075384,-26.20515939,-28.88,14-Oct-21,https://static.nseindia.com/sparklines/365d/RAMCOCEM-EQ.jpg,16-Sep-22,-7.36,https://static.nseindia.com/sparklines/30d/RAMCOCEM-EQ.jpg,https://static.nseindia.com/sparklines/today/RAMCOCEMEQN.jpg,"{'symbol': 'RAMCOCEM', 'companyName': 'The Ramco Cements Limited', 'industry': 'CEMENT AND CEMENT PRODUCTS', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE331A01037'}"
