,symbol,identifier,series,open,dayHigh,dayLow,lastPrice,previousClose,change,pChange,totalTradedVolume,totalTradedValue,lastUpdateTime,yearHigh,yearLow,nearWKH,nearWKL,perChange365d,date365dAgo,chart365dPath,date30dAgo,perChange30d,chart30dPath,chartTodayPath,meta
98,CONCOR,,EQ,798,802.9,787.5,795.5,796.05,-0.55,-0.07,770719,612367074.3,20-Sep-22,810.95,554,1.905172945,-43.59205776,5.23,14-Oct-21,https://static.nseindia.com/sparklines/365d/CONCOR-EQ.jpg,16-Sep-22,-3.51,https://static.nseindia.com/sparklines/30d/CONCOR-EQ.jpg,https://static.nseindia.com/sparklines/today/CONCOREQN.jpg,"{'symbol': 'CONCOR', 'companyName': 'Container Corporation of India Limited', 'industry': 'TRAVEL AND TRANSPORT', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': ['IL'], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE111A01025'}"
99,HDFC,,EQ,2480,2512,2469.2,2487.45,2489.4,-1.95,-0.08,1887494,4692876332,31-Dec-99,3021.1,2026,17.66409586,-22.77640671,-16.36,14-Oct-21,https://static.nseindia.com/sparklines/365d/HDFC-EQ.jpg,16-Sep-22,-2.28,https://static.nseindia.com/sparklines/30d/HDFC-EQ.jpg,https://static.nseindia.com/sparklines/today/HDFCEQN.jpg,"{'symbol': 'HDFC', 'companyName': 'Housing Development Finance Corporation Limited', 'industry': 'FINANCE - HOUSING', 'activeSeries': ['EQ', 'W3'], 'debtSeries': [], 'tempSuspendedSeries': ['W1', 'W2'], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE001A13049'}"
100,MARUTI,,EQ,9257.9,9324,9191.05,9231,9239.1,-8.1,-0.09,465775,4308386146,31-Dec-99,9769,6536.55,5.507216706,-41.22128646,16.37,14-Oct-21,https://static.nseindia.com/sparklines/365d/MARUTI-EQ.jpg,16-Sep-22,-5.07,https://static.nseindia.com/sparklines/30d/MARUTI-EQ.jpg,https://static.nseindia.com/sparklines/today/MARUTIEQN.jpg,"{'symbol': 'MARUTI', 'companyName': 'Maruti Suzuki India Limited', 'industry': 'AUTOMOBILES - 4 WHEELERS', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': ['IL'], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE585B01010'}"
101,IGL,,EQ,421.2,421.7,415.5,419.25,419.65,-0.4,-0.1,1372420,574289149,15-Sep-22,513.45,321,18.3464797,-30.60747664,-25.8,14-Oct-21,https://static.nseindia.com/sparklines/365d/IGL-EQ.jpg,16-Sep-22,-9.33,https://static.nseindia.com/sparklines/30d/IGL-EQ.jpg,https://static.nseindia.com/sparklines/today/IGLEQN.jpg,"{'symbol': 'IGL', 'companyName': 'Indraprastha Gas Limited', 'industry': 'GAS', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': ['IL'], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE203G01027'}"
102,BALRAMCHIN,,EQ,339,340.45,336.7,337.5,337.85,-0.35,-0.1,809266,273637112.6,18-Aug-22,525.9,299,35.8243012,-12.87625418,-7.42,14-Oct-21,https://static.nseindia.com/sparklines/365d/BALRAMCHIN-EQ.jpg,16-Sep-22,-2.15,https://static.nseindia.com/sparklines/30d/BALRAMCHIN-EQ.jpg,https://static.nseindia.com/sparklines/today/BALRAMCHINEQN.jpg,"{'symbol': 'BALRAMCHIN', 'companyName': 'Balrampur Chini Mills Limited', 'industry': 'SUGAR', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE119A01028'}"
103,RBLBANK,,EQ,134.85,136.25,133.5,134.75,134.9,-0.15,-0.11,10754455,1449915623,13-Sep-22,221.3,74.15,39.10980569,-81.72623061,-33.71,14-Oct-21,https://static.nseindia.com/sparklines/365d/RBLBANK-EQ.jpg,16-Sep-22,2.17,https://static.nseindia.com/sparklines/30d/RBLBANK-EQ.jpg,https://static.nseindia.com/sparklines/today/RBLBANKEQN.jpg,"{'symbol': 'RBLBANK', 'companyName': 'RBL Bank Limited', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE976G01028'}"
104,CROMPTON,,EQ,364,365.35,360.4,363,363.45,-0.45,-0.12,542159,196516372.7,31-Dec-99,480.7,312,24.48512586,-16.34615385,-19.42,14-Oct-21,https://static.nseindia.com/sparklines/365d/CROMPTON-EQ.jpg,16-Sep-22,-4.26,https://static.nseindia.com/sparklines/30d/CROMPTON-EQ.jpg,https://static.nseindia.com/sparklines/today/CROMPTONEQN.jpg,"{'symbol': 'CROMPTON', 'companyName': 'Crompton Greaves Consumer Electricals Limited', 'industry': 'CONSUMER DURABLES', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE299U01018'}"
105,ITC,,EQ,354,356,352.5,353.25,353.7,-0.45,-0.13,8386849,2971041258,31-Dec-99,358.5,207,1.464435146,-70.65217391,29.51,14-Oct-21,https://static.nseindia.com/sparklines/365d/ITC-EQ.jpg,16-Sep-22,0.29,https://static.nseindia.com/sparklines/30d/ITC-EQ.jpg,https://static.nseindia.com/sparklines/today/ITCEQN.jpg,"{'symbol': 'ITC', 'companyName': 'ITC Limited', 'industry': 'CIGARETTES', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE154A01025'}"
106,BHARATFORG,,EQ,858,861.7,846.1,856,857.2,-1.2,-0.14,928799,790742316.6,31-Dec-99,871.9,595,1.823603624,-43.86554622,-3.52,14-Oct-21,https://static.nseindia.com/sparklines/365d/BHARATFORG-EQ.jpg,16-Sep-22,3.62,https://static.nseindia.com/sparklines/30d/BHARATFORG-EQ.jpg,https://static.nseindia.com/sparklines/today/BHARATFORGEQN.jpg,"{'symbol': 'BHARATFORG', 'companyName': 'Bharat Forge Limited', 'industry': 'CASTINGS/FORGINGS', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': ['W2'], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE465A13020'}"
107,ABB,,EQ,3235,3267.5,3201,3220,3225.25,-5.25,-0.16,226208,730355507.5,31-Dec-99,3446.3,1944.6,6.566462583,-65.58675306,75.73,14-Oct-21,https://static.nseindia.com/sparklines/365d/ABB-EQ.jpg,16-Sep-22,0.52,https://static.nseindia.com/sparklines/30d/ABB-EQ.jpg,https://static.nseindia.com/sparklines/today/ABBEQN.jpg,"{'symbol': 'ABB', 'companyName': 'ABB India Limited', 'industry': 'ELECTRICAL EQUIPMENT', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE117A01022'}"
108,ICICIBANK,,EQ,906.3,913.4,900.2,907.1,908.65,-1.55,-0.17,7099336,6431785436,08-Aug-22,943.25,642.15,3.832494037,-41.25983026,21.71,14-Oct-21,https://static.nseindia.com/sparklines/365d/ICICIBANK-EQ.jpg,16-Sep-22,-2.63,https://static.nseindia.com/sparklines/30d/ICICIBANK-EQ.jpg,https://static.nseindia.com/sparklines/today/ICICIBANKEQN.jpg,"{'symbol': 'ICICIBANK', 'companyName': 'ICICI Bank Limited', 'industry': 'BANKS', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': ['E2', 'IL'], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE090A01021'}"
109,INDIGO,,EQ,1809.8,1817.4,1790,1800,1803.2,-3.2,-0.18,422417,759797233.7,18-Aug-22,2380,1511.75,24.3697479,-19.0673061,-15.83,14-Oct-21,https://static.nseindia.com/sparklines/365d/INDIGO-EQ.jpg,16-Sep-22,-4.96,https://static.nseindia.com/sparklines/30d/INDIGO-EQ.jpg,https://static.nseindia.com/sparklines/today/INDIGOEQN.jpg,"{'symbol': 'INDIGO', 'companyName': 'InterGlobe Aviation Limited', 'industry': 'TRAVEL AND TRANSPORT', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE646L01027'}"
110,DEEPAKNTR,,EQ,2316.55,2329.8,2285.2,2314.95,2319.3,-4.35,-0.19,335598,774251433.8,31-Dec-99,2690.05,1681.15,13.94397874,-37.70038367,-22.16,14-Oct-21,https://static.nseindia.com/sparklines/365d/DEEPAKNTR-EQ.jpg,16-Sep-22,7.01,https://static.nseindia.com/sparklines/30d/DEEPAKNTR-EQ.jpg,https://static.nseindia.com/sparklines/today/DEEPAKNTREQN.jpg,"{'symbol': 'DEEPAKNTR', 'companyName': 'Deepak Nitrite Limited', 'industry': 'CHEMICALS - SPECIALITY', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE288B01029'}"
111,MARICO,,EQ,538.8,542,532.65,538.55,539.65,-1.1,-0.2,774772,416912560.9,31-Dec-99,570.2,455.65,5.550683971,-18.19378909,-11.28,14-Oct-21,https://static.nseindia.com/sparklines/365d/MARICO-EQ.jpg,16-Sep-22,1.04,https://static.nseindia.com/sparklines/30d/MARICO-EQ.jpg,https://static.nseindia.com/sparklines/today/MARICOEQN.jpg,"{'symbol': 'MARICO', 'companyName': 'Marico Limited', 'industry': 'PERSONAL CARE', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': ['BE'], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE196A01026'}"
112,SUNPHARMA,,EQ,1045.3,1046.4,1031.45,1042,1044.2,-2.2,-0.21,1576349,1634532042,19-Aug-22,1070.95,733.7,2.703207433,-42.01989914,16.49,14-Oct-21,https://static.nseindia.com/sparklines/365d/SUNPHARMA-EQ.jpg,16-Sep-22,12.9,https://static.nseindia.com/sparklines/30d/SUNPHARMA-EQ.jpg,https://static.nseindia.com/sparklines/today/SUNPHARMAEQN.jpg,"{'symbol': 'SUNPHARMA', 'companyName': 'Sun Pharmaceutical Industries Limited', 'industry': 'PHARMACEUTICALS', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': ['P1'], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE044A04014'}"
113,FSL,,EQ,103.65,104.95,102.5,103.4,103.65,-0.25,-0.24,2174271,224536966.2,31-Dec-99,206.65,93,49.96370675,-11.1827957,-51.82,14-Oct-21,https://static.nseindia.com/sparklines/365d/FSL-EQ.jpg,16-Sep-22,-3.14,https://static.nseindia.com/sparklines/30d/FSL-EQ.jpg,https://static.nseindia.com/sparklines/today/FSLEQN.jpg,"{'symbol': 'FSL', 'companyName': 'Firstsource Solutions Limited', 'industry': 'COMPUTERS - SOFTWARE', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE684F01012'}"
114,ATUL,,EQ,8460,8504.5,8321.85,8422.1,8443.6,-21.5,-0.25,22057,185396805,02-Nov-22,10856.8,7750,22.4255766,-8.672258065,-16.8,14-Oct-21,https://static.nseindia.com/sparklines/365d/ATUL-EQ.jpg,16-Sep-22,-5.42,https://static.nseindia.com/sparklines/30d/ATUL-EQ.jpg,https://static.nseindia.com/sparklines/today/ATULEQN.jpg,"{'symbol': 'ATUL', 'companyName': 'Atul Limited', 'industry': 'CHEMICALS - SPECIALITY', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE100A01010'}"
115,ICICIGI,,EQ,1169,1169,1152.1,1162.2,1165.2,-3,-0.26,235006,272306152.3,27-Oct-22,1548.25,1071,24.93460358,-8.515406162,-25.52,14-Oct-21,https://static.nseindia.com/sparklines/365d/ICICIGI-EQ.jpg,16-Sep-22,-6.83,https://static.nseindia.com/sparklines/30d/ICICIGI-EQ.jpg,https://static.nseindia.com/sparklines/today/ICICIGIEQN.jpg,"{'symbol': 'ICICIGI', 'companyName': 'ICICI Lombard General Insurance Company Limited', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE765G01017'}"
116,COLPAL,,EQ,1593,1606.35,1573.6,1585,1589.1,-4.1,-0.26,278089,440721009,31-Oct-22,1695.95,1375.6,6.542056075,-15.22244839,-6.6,14-Oct-21,https://static.nseindia.com/sparklines/365d/COLPAL-EQ.jpg,16-Sep-22,0.45,https://static.nseindia.com/sparklines/30d/COLPAL-EQ.jpg,https://static.nseindia.com/sparklines/today/COLPALEQN.jpg,"{'symbol': 'COLPAL', 'companyName': 'Colgate Palmolive (India) Limited', 'industry': 'PERSONAL CARE', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE259A01022'}"
117,UBL,,EQ,1664.4,1668,1652,1653,1657.75,-4.75,-0.29,88522,146907570.3,31-Dec-99,1785.8,1274.5,7.436443051,-29.69792075,-2.37,14-Oct-21,https://static.nseindia.com/sparklines/365d/UBL-EQ.jpg,16-Sep-22,2.03,https://static.nseindia.com/sparklines/30d/UBL-EQ.jpg,https://static.nseindia.com/sparklines/today/UBLEQN.jpg,"{'symbol': 'UBL', 'companyName': 'United Breweries Limited', 'industry': 'BREW/DISTILLERIES', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE686F01025'}"
118,BERGEPAINT,,EQ,609,610.5,599.45,604.95,606.7,-1.75,-0.29,508475,307327374.8,18-Aug-22,813.2,543.6,25.60870635,-11.28587196,-26.8,14-Oct-21,https://static.nseindia.com/sparklines/365d/BERGEPAINT-EQ.jpg,16-Sep-22,-3.95,https://static.nseindia.com/sparklines/30d/BERGEPAINT-EQ.jpg,https://static.nseindia.com/sparklines/today/BERGEPAINTEQN.jpg,"{'symbol': 'BERGEPAINT', 'companyName': 'Berger Paints (I) Limited', 'industry': 'PAINTS', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE463A01038'}"
119,BHARTIARTL,,EQ,815.7,821.8,809.2,816.1,818.65,-2.55,-0.31,3768226,3069521535,31-Dec-99,841.45,628.75,3.012656724,-29.7972167,11.69,14-Oct-21,https://static.nseindia.com/sparklines/365d/BHARTIARTL-EQ.jpg,16-Sep-22,-1.75,https://static.nseindia.com/sparklines/30d/BHARTIARTL-EQ.jpg,https://static.nseindia.com/sparklines/today/BHARTIARTLEQN.jpg,"{'symbol': 'BHARTIARTL', 'companyName': 'Bharti Airtel Limited', 'industry': 'TELECOMMUNICATION - SERVICES', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': ['IL'], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE397D01024'}"
120,LUPIN,,EQ,714,716.3,702.5,709.8,712.15,-2.35,-0.33,790358,560166232.5,31-Dec-99,972.4,583,27.00534759,-21.74957118,-27.03,14-Oct-21,https://static.nseindia.com/sparklines/365d/LUPIN-EQ.jpg,16-Sep-22,9.25,https://static.nseindia.com/sparklines/30d/LUPIN-EQ.jpg,https://static.nseindia.com/sparklines/today/LUPINEQN.jpg,"{'symbol': 'LUPIN', 'companyName': 'Lupin Limited', 'industry': 'PHARMACEUTICALS', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': ['IL'], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE326A01037'}"
121,NAVINFLUOR,,EQ,4498,4531.55,4435,4481.05,4497.65,-16.6,-0.37,107648,480656931.8,03-Nov-22,4848.35,3219,7.575773201,-39.20627524,12.35,14-Oct-21,https://static.nseindia.com/sparklines/365d/NAVINFLUOR-EQ.jpg,16-Sep-22,-4.42,https://static.nseindia.com/sparklines/30d/NAVINFLUOR-EQ.jpg,https://static.nseindia.com/sparklines/today/NAVINFLUOREQN.jpg,"{'symbol': 'NAVINFLUOR', 'companyName': 'Navin Fluorine International Limited', 'industry': 'CHEMICALS - INORGANIC', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': ['BE'], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE048G01026'}"
122,POLYCAB,,EQ,2762,2780,2725,2739.9,2750.75,-10.85,-0.39,284880,781534094.4,31-Dec-99,2862.5,2043.85,4.282969432,-34.05582601,2.17,14-Oct-21,https://static.nseindia.com/sparklines/365d/POLYCAB-EQ.jpg,16-Sep-22,0.75,https://static.nseindia.com/sparklines/30d/POLYCAB-EQ.jpg,https://static.nseindia.com/sparklines/today/POLYCABEQN.jpg,"{'symbol': 'POLYCAB', 'companyName': 'Polycab India Limited', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE455K01017'}"
123,DIXON,,EQ,4552,4564.1,4502,4514,4533.65,-19.65,-0.43,62684,283507195.2,11-Aug-22,5858.55,3180.55,22.95021806,-41.92513873,-22.33,14-Oct-21,https://static.nseindia.com/sparklines/365d/DIXON-EQ.jpg,16-Sep-22,-3.74,https://static.nseindia.com/sparklines/30d/DIXON-EQ.jpg,https://static.nseindia.com/sparklines/today/DIXONEQN.jpg,"{'symbol': 'DIXON', 'companyName': 'Dixon Technologies (India) Limited', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE935N01020'}"
124,MINDTREE,,EQ,3482,3485,3428.3,3481.45,3497.95,-16.5,-0.47,256183,886326572.4,31-Dec-99,5060,2649.2,31.19664032,-31.41514419,-28.99,14-Oct-21,https://static.nseindia.com/sparklines/365d/MINDTREE-EQ.jpg,16-Sep-22,7.08,https://static.nseindia.com/sparklines/30d/MINDTREE-EQ.jpg,https://static.nseindia.com/sparklines/today/MINDTREEEQN.jpg,"{'symbol': 'MINDTREE', 'companyName': 'MindTree Limited', 'industry': 'COMPUTERS - SOFTWARE', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': ['IL'], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE018I01017'}"
125,GUJGASLTD,,EQ,517.9,520,511,514,516.6,-2.6,-0.5,290899,149862437.8,19-Aug-22,721.8,403.55,28.78913827,-27.36959485,-25.34,14-Oct-21,https://static.nseindia.com/sparklines/365d/GUJGASLTD-EQ.jpg,16-Sep-22,-6.9,https://static.nseindia.com/sparklines/30d/GUJGASLTD-EQ.jpg,https://static.nseindia.com/sparklines/today/GUJGASLTDEQN.jpg,"{'symbol': 'GUJGASLTD', 'companyName': 'Gujarat Gas Limited', 'industry': 'GAS', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE844O01030'}"
126,POWERGRID,,EQ,228,229.45,225,226.8,228.05,-1.25,-0.55,6044751,1367564466,31-Dec-99,248.35,180.3,8.677269982,-25.79034942,3.52,14-Oct-21,https://static.nseindia.com/sparklines/365d/POWERGRID-EQ.jpg,16-Sep-22,-10.1,https://static.nseindia.com/sparklines/30d/POWERGRID-EQ.jpg,https://static.nseindia.com/sparklines/today/POWERGRIDEQN.jpg,"{'symbol': 'POWERGRID', 'companyName': 'Power Grid Corporation of India Limited', 'industry': 'POWER', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': ['IL'], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE752E01010'}"
127,JUBLFOOD,,EQ,610,614.85,600,605,608.4,-3.4,-0.56,1314231,796542266.8,31-Dec-99,815.48,451.2,25.81056556,-34.08687943,-86.48,14-Oct-21,https://static.nseindia.com/sparklines/365d/JUBLFOOD-EQ.jpg,16-Sep-22,-4.83,https://static.nseindia.com/sparklines/30d/JUBLFOOD-EQ.jpg,https://static.nseindia.com/sparklines/today/JUBLFOODEQN.jpg,"{'symbol': 'JUBLFOOD', 'companyName': 'Jubilant Foodworks Limited', 'industry': 'FOOD AND FOOD PROCESSING', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': ['IL'], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE797F01020'}"
128,LTI,,EQ,4815,4832.7,4750.55,4811,4839,-28,-0.58,210847,1007804382,31-Dec-99,7588.8,3733.3,36.60394265,-28.86722203,-23.89,14-Oct-21,https://static.nseindia.com/sparklines/365d/LTI-EQ.jpg,16-Sep-22,5.99,https://static.nseindia.com/sparklines/30d/LTI-EQ.jpg,https://static.nseindia.com/sparklines/today/LTIEQN.jpg,"{'symbol': 'LTI', 'companyName': 'Larsen & Toubro Infotech Limited', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE214T01019'}"
129,FEDERALBNK,,EQ,137.5,138.85,135.4,136.45,137.25,-0.8,-0.58,12856806,1759325333,31-Dec-99,138.85,78.6,1.728483976,-73.60050891,41.25,14-Oct-21,https://static.nseindia.com/sparklines/365d/FEDERALBNK-EQ.jpg,16-Sep-22,8.19,https://static.nseindia.com/sparklines/30d/FEDERALBNK-EQ.jpg,https://static.nseindia.com/sparklines/today/FEDERALBNKEQN.jpg,"{'symbol': 'FEDERALBNK', 'companyName': 'The Federal Bank  Limited', 'industry': 'BANKS', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': ['IL'], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE171A01029'}"
130,APOLLOHOSP,,EQ,4410,4410,4340.05,4369,4395,-26,-0.59,669679,2917637377,18-Aug-22,5935.4,3361.55,26.3908077,-29.9698056,-0.87,14-Oct-21,https://static.nseindia.com/sparklines/365d/APOLLOHOSP-EQ.jpg,16-Sep-22,0.26,https://static.nseindia.com/sparklines/30d/APOLLOHOSP-EQ.jpg,https://static.nseindia.com/sparklines/today/APOLLOHOSPEQN.jpg,"{'symbol': 'APOLLOHOSP', 'companyName': 'Apollo Hospitals Enterprise Limited', 'industry': 'MISCELLANEOUS', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE437A01024'}"
131,NTPC,,EQ,179.05,179.5,176.35,177.1,178.15,-1.05,-0.59,14881752,2642701520,10-Aug-22,182.95,119.1,3.197594971,-48.69857263,12.75,14-Oct-21,https://static.nseindia.com/sparklines/365d/NTPC-EQ.jpg,16-Sep-22,-2.52,https://static.nseindia.com/sparklines/30d/NTPC-EQ.jpg,https://static.nseindia.com/sparklines/today/NTPCEQN.jpg,"{'symbol': 'NTPC', 'companyName': 'NTPC Limited', 'industry': 'POWER', 'activeSeries': ['EQ'], 'debtSeries': ['N1', 'N2', 'N3', 'N4', 'N5', 'N6', 'N7', 'N8', 'N9', 'NA', 'NB', 'NC', 'ND'], 'tempSuspendedSeries': ['U1', 'U2', 'U3', 'U4', 'U5', 'U6'], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': True, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE733E07JJ9'}"
132,HDFCAMC,,EQ,2096.5,2112.65,2070.75,2085.65,2098.2,-12.55,-0.6,96364,201166595.5,31-Dec-99,2699,1690,22.72508336,-23.4112426,-35.11,14-Oct-21,https://static.nseindia.com/sparklines/365d/HDFCAMC-EQ.jpg,16-Sep-22,-1.54,https://static.nseindia.com/sparklines/30d/HDFCAMC-EQ.jpg,https://static.nseindia.com/sparklines/today/HDFCAMCEQN.jpg,"{'symbol': 'HDFCAMC', 'companyName': 'HDFC Asset Management Company Limited', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE127D01025'}"
